location,date,vaccine,total_vaccinations
Latvia,2022-03-22,Pfizer/BioNTech,1606173
Latvia,2022-03-23,Johnson&Johnson,293039
Latvia,2022-03-23,Moderna,710120
Latvia,2022-03-23,Novavax,180
Latvia,2022-03-23,Pfizer/BioNTech,1606879
Latvia,2022-03-24,Johnson&Johnson,293066
Latvia,2022-03-24,Moderna,710284
Latvia,2022-03-24,Novavax,185
Latvia,2022-03-24,Pfizer/BioNTech,1607239
Latvia,2022-03-25,Johnson&Johnson,293105
Latvia,2022-03-25,Moderna,710606
Latvia,2022-03-25,Novavax,196
Latvia,2022-03-25,Pfizer/BioNTech,1607921
Latvia,2022-03-26,Johnson&Johnson,293112
Latvia,2022-03-26,Moderna,710646
Latvia,2022-03-26,Pfizer/BioNTech,1608030
Latvia,2022-03-27,Moderna,710650
Latvia,2022-03-27,Pfizer/BioNTech,1608043
Latvia,2022-03-28,Johnson&Johnson,293128
Latvia,2022-03-28,Moderna,710800
Latvia,2022-03-28,Novavax,201
Latvia,2022-03-28,Pfizer/BioNTech,1608369
Latvia,2022-03-29,Johnson&Johnson,293142
Latvia,2022-03-29,Moderna,710960
Latvia,2022-03-29,Novavax,202
Latvia,2022-03-29,Pfizer/BioNTech,1608795
Latvia,2022-03-30,Johnson&Johnson,293149
Latvia,2022-03-30,Moderna,711158
Latvia,2022-03-30,Novavax,217
Latvia,2022-03-30,Pfizer/BioNTech,1609375
Latvia,2022-03-31,Johnson&Johnson,293168
Latvia,2022-03-31,Moderna,711295
Latvia,2022-03-31,Novavax,224
Latvia,2022-03-31,Pfizer/BioNTech,1609688
Latvia,2022-04-01,Johnson&Johnson,293177
Latvia,2022-04-01,Moderna,711506
Latvia,2022-04-01,Novavax,234
Latvia,2022-04-01,Pfizer/BioNTech,1610193
Latvia,2022-04-02,Johnson&Johnson,293184
Latvia,2022-04-02,Moderna,711522
Latvia,2022-04-02,Pfizer/BioNTech,1610261
Latvia,2022-04-03,Moderna,711527
Latvia,2022-04-03,Pfizer/BioNTech,1610274
Latvia,2022-04-04,Johnson&Johnson,293194
Latvia,2022-04-04,Moderna,711615
Latvia,2022-04-04,Novavax,235
Latvia,2022-04-04,Pfizer/BioNTech,1610586
Latvia,2022-04-05,Johnson&Johnson,293205
Latvia,2022-04-05,Moderna,711709
Latvia,2022-04-05,Novavax,239
Latvia,2022-04-05,Pfizer/BioNTech,1610870
Latvia,2022-04-06,Johnson&Johnson,293213
Latvia,2022-04-06,Moderna,711818
Latvia,2022-04-06,Novavax,246
Latvia,2022-04-06,Pfizer/BioNTech,1611190
Latvia,2022-04-07,Johnson&Johnson,293236
Latvia,2022-04-07,Moderna,711924
Latvia,2022-04-07,Novavax,248
Latvia,2022-04-07,Pfizer/BioNTech,1611558
Latvia,2022-04-08,Johnson&Johnson,293273
Latvia,2022-04-08,Moderna,712077
Latvia,2022-04-08,Novavax,253
Latvia,2022-04-08,Pfizer/BioNTech,1612079
Latvia,2022-04-09,Johnson&Johnson,293279
Latvia,2022-04-09,Moderna,712091
Latvia,2022-04-09,Pfizer/BioNTech,1612157
Latvia,2022-04-10,Moderna,712097
Latvia,2022-04-10,Pfizer/BioNTech,1612158
Latvia,2022-04-11,Johnson&Johnson,293294
Latvia,2022-04-11,Moderna,712170
Latvia,2022-04-11,Pfizer/BioNTech,1612434
Latvia,2022-04-12,Johnson&Johnson,293308
Latvia,2022-04-12,Moderna,712277
Latvia,2022-04-12,Novavax,266
Latvia,2022-04-12,Pfizer/BioNTech,1612723
Latvia,2022-04-13,Johnson&Johnson,293325
Latvia,2022-04-13,Moderna,712465
Latvia,2022-04-13,Novavax,274
Latvia,2022-04-13,Pfizer/BioNTech,1613174
Latvia,2022-04-14,Johnson&Johnson,293343
Latvia,2022-04-14,Moderna,712538
Latvia,2022-04-14,Novavax,283
Latvia,2022-04-14,Pfizer/BioNTech,1613529
Latvia,2022-04-15,Johnson&Johnson,293344
Latvia,2022-04-15,Pfizer/BioNTech,1613546
Latvia,2022-04-16,Johnson&Johnson,293351
Latvia,2022-04-16,Moderna,712552
Latvia,2022-04-16,Novavax,284
Latvia,2022-04-16,Pfizer/BioNTech,1613596
Latvia,2022-04-17,Moderna,712553
Latvia,2022-04-17,Pfizer/BioNTech,1613597
Latvia,2022-04-18,Johnson&Johnson,293352
Latvia,2022-04-18,Pfizer/BioNTech,1613600
Latvia,2022-04-19,Johnson&Johnson,293370
Latvia,2022-04-19,Moderna,712645
Latvia,2022-04-19,Novavax,286
Latvia,2022-04-19,Pfizer/BioNTech,1613828
Latvia,2022-04-20,Johnson&Johnson,293384
Latvia,2022-04-20,Moderna,712815
Latvia,2022-04-20,Novavax,294
Latvia,2022-04-20,Pfizer/BioNTech,1614161
Latvia,2022-04-21,Johnson&Johnson,293397
Latvia,2022-04-21,Moderna,712924
Latvia,2022-04-21,Novavax,295
Latvia,2022-04-21,Pfizer/BioNTech,1614455
Latvia,2022-04-22,Johnson&Johnson,293406
Latvia,2022-04-22,Moderna,713031
Latvia,2022-04-22,Novavax,305
Latvia,2022-04-22,Pfizer/BioNTech,1614887
Latvia,2022-04-23,Johnson&Johnson,293410
Latvia,2022-04-23,Moderna,713043
Latvia,2022-04-23,Pfizer/BioNTech,1614952
Latvia,2022-04-24,Moderna,713044
Latvia,2022-04-24,Pfizer/BioNTech,1614957
Latvia,2022-04-25,Johnson&Johnson,293425
Latvia,2022-04-25,Moderna,713078
Latvia,2022-04-25,Novavax,310
Latvia,2022-04-25,Pfizer/BioNTech,1615198
Latvia,2022-04-26,Johnson&Johnson,293436
Latvia,2022-04-26,Moderna,713176
Latvia,2022-04-26,Novavax,313
Latvia,2022-04-26,Pfizer/BioNTech,1615418
Latvia,2022-04-27,Johnson&Johnson,293447
Latvia,2022-04-27,Moderna,713300
Latvia,2022-04-27,Novavax,327
Latvia,2022-04-27,Pfizer/BioNTech,1615765
Latvia,2022-04-28,Johnson&Johnson,293451
Latvia,2022-04-28,Moderna,713380
Latvia,2022-04-28,Novavax,328
Latvia,2022-04-28,Pfizer/BioNTech,1616003
Latvia,2022-04-29,Johnson&Johnson,293471
Latvia,2022-04-29,Moderna,713493
Latvia,2022-04-29,Novavax,332
Latvia,2022-04-29,Pfizer/BioNTech,1616324
Latvia,2022-04-30,Johnson&Johnson,293476
Latvia,2022-04-30,Moderna,713509
Latvia,2022-04-30,Pfizer/BioNTech,1616375
Latvia,2022-05-01,Pfizer/BioNTech,1616379
Latvia,2022-05-02,Johnson&Johnson,293483
Latvia,2022-05-02,Moderna,713573
Latvia,2022-05-02,Pfizer/BioNTech,1616559
Latvia,2022-05-03,Johnson&Johnson,293506
Latvia,2022-05-03,Moderna,713635
Latvia,2022-05-03,Novavax,334
Latvia,2022-05-03,Pfizer/BioNTech,1616793
Latvia,2022-05-04,Moderna,713641
Latvia,2022-05-04,Pfizer/BioNTech,1616796
Latvia,2022-05-05,Johnson&Johnson,293511
Latvia,2022-05-05,Moderna,713723
Latvia,2022-05-05,Novavax,337
Latvia,2022-05-05,Pfizer/BioNTech,1617120
Latvia,2022-05-06,Johnson&Johnson,293521
Latvia,2022-05-06,Moderna,713821
Latvia,2022-05-06,Novavax,343
Latvia,2022-05-06,Pfizer/BioNTech,1617416
Latvia,2022-05-07,Johnson&Johnson,293523
Latvia,2022-05-07,Moderna,713830
Latvia,2022-05-07,Pfizer/BioNTech,1617444
Latvia,2022-05-08,Moderna,713834
Latvia,2022-05-08,Pfizer/BioNTech,1617450
Latvia,2022-05-09,Johnson&Johnson,293532
Latvia,2022-05-09,Moderna,713868
Latvia,2022-05-09,Pfizer/BioNTech,1617564
Latvia,2022-05-10,Johnson&Johnson,293535
Latvia,2022-05-10,Moderna,713939
Latvia,2022-05-10,Novavax,346
Latvia,2022-05-10,Pfizer/BioNTech,1617768
Latvia,2022-05-11,Johnson&Johnson,293549
Latvia,2022-05-11,Moderna,714034
Latvia,2022-05-11,Pfizer/BioNTech,1618045
Latvia,2022-05-12,Johnson&Johnson,293554
Latvia,2022-05-12,Moderna,714075
Latvia,2022-05-12,Pfizer/BioNTech,1618236
Latvia,2022-05-13,Johnson&Johnson,293572
Latvia,2022-05-13,Moderna,714131
Latvia,2022-05-13,Pfizer/BioNTech,1618465
Latvia,2022-05-14,Johnson&Johnson,293577
Latvia,2022-05-14,Moderna,714144
Latvia,2022-05-14,Pfizer/BioNTech,1618511
Latvia,2022-05-15,Pfizer/BioNTech,1618514
Latvia,2022-05-16,Johnson&Johnson,293585
Latvia,2022-05-16,Moderna,714181
Latvia,2022-05-16,Pfizer/BioNTech,1618699
Latvia,2022-05-17,Johnson&Johnson,293593
Latvia,2022-05-17,Moderna,714213
Latvia,2022-05-17,Novavax,347
Latvia,2022-05-17,Pfizer/BioNTech,1618884
Latvia,2022-05-18,Johnson&Johnson,293599
Latvia,2022-05-18,Moderna,714243
Latvia,2022-05-18,Novavax,350
Latvia,2022-05-18,Pfizer/BioNTech,1619143
Latvia,2022-05-19,Johnson&Johnson,293624
Latvia,2022-05-19,Moderna,714307
Latvia,2022-05-19,Pfizer/BioNTech,1619324
Latvia,2022-05-20,Johnson&Johnson,293636
Latvia,2022-05-20,Moderna,714358
Latvia,2022-05-20,Novavax,352
Latvia,2022-05-20,Pfizer/BioNTech,1619579
Latvia,2022-05-21,Johnson&Johnson,293639
Latvia,2022-05-21,Moderna,714369
Latvia,2022-05-21,Pfizer/BioNTech,1619606
Latvia,2022-05-22,Pfizer/BioNTech,1619607
Latvia,2022-05-23,Johnson&Johnson,293645
Latvia,2022-05-23,Moderna,714400
Latvia,2022-05-23,Pfizer/BioNTech,1619727
Latvia,2022-05-24,Johnson&Johnson,293646
Latvia,2022-05-24,Moderna,714487
Latvia,2022-05-24,Pfizer/BioNTech,1619881
Latvia,2022-05-25,Johnson&Johnson,293657
Latvia,2022-05-25,Moderna,714524
Latvia,2022-05-25,Novavax,358
Latvia,2022-05-25,Pfizer/BioNTech,1620084
Latvia,2022-05-26,Johnson&Johnson,293660
Latvia,2022-05-26,Moderna,714549
Latvia,2022-05-26,Novavax,361
Latvia,2022-05-26,Pfizer/BioNTech,1620303
Latvia,2022-05-27,Johnson&Johnson,293674
Latvia,2022-05-27,Moderna,714594
Latvia,2022-05-27,Novavax,366
Latvia,2022-05-27,Pfizer/BioNTech,1620538
Latvia,2022-05-28,Johnson&Johnson,293676
Latvia,2022-05-28,Moderna,714601
Latvia,2022-05-28,Novavax,368
Latvia,2022-05-28,Pfizer/BioNTech,1620558
Latvia,2022-05-29,Moderna,714602
Latvia,2022-05-29,Novavax,369
Latvia,2022-05-29,Pfizer/BioNTech,1620561
Latvia,2022-05-30,Johnson&Johnson,293680
Latvia,2022-05-30,Moderna,714622
Latvia,2022-05-30,Pfizer/BioNTech,1620686
Latvia,2022-05-31,Johnson&Johnson,293682
Latvia,2022-05-31,Moderna,714658
Latvia,2022-05-31,Novavax,371
Latvia,2022-05-31,Pfizer/BioNTech,1620815
Latvia,2022-06-01,Johnson&Johnson,293685
Latvia,2022-06-01,Moderna,714685
Latvia,2022-06-01,Pfizer/BioNTech,1620926
Latvia,2022-06-02,Johnson&Johnson,293690
Latvia,2022-06-02,Moderna,714705
Latvia,2022-06-02,Pfizer/BioNTech,1621067
Latvia,2022-06-03,Johnson&Johnson,293708
Latvia,2022-06-03,Moderna,714750
Latvia,2022-06-03,Pfizer/BioNTech,1621254
Latvia,2022-06-04,Johnson&Johnson,293709
Latvia,2022-06-04,Moderna,714757
Latvia,2022-06-04,Pfizer/BioNTech,1621275
Latvia,2022-06-05,Johnson&Johnson,293710
Latvia,2022-06-05,Novavax,377
Latvia,2022-06-05,Pfizer/BioNTech,1621276
Latvia,2022-06-06,Moderna,714774
Latvia,2022-06-06,Novavax,379
Latvia,2022-06-06,Pfizer/BioNTech,1621379
Latvia,2022-06-07,Johnson&Johnson,293717
Latvia,2022-06-07,Moderna,714791
Latvia,2022-06-07,Novavax,380
Latvia,2022-06-07,Pfizer/BioNTech,1621496
Latvia,2022-06-08,Johnson&Johnson,293720
Latvia,2022-06-08,Moderna,714838
Latvia,2022-06-08,Novavax,381
Latvia,2022-06-08,Pfizer/BioNTech,1621615
Latvia,2022-06-09,Johnson&Johnson,293722
Latvia,2022-06-09,Moderna,714856
Latvia,2022-06-09,Pfizer/BioNTech,1621750
Latvia,2022-06-10,Johnson&Johnson,293730
Latvia,2022-06-10,Moderna,714878
Latvia,2022-06-10,Novavax,386
Latvia,2022-06-10,Pfizer/BioNTech,1621919
Latvia,2022-06-11,Johnson&Johnson,293731
Latvia,2022-06-11,Moderna,714884
Latvia,2022-06-11,Pfizer/BioNTech,1621956
Latvia,2022-06-12,Pfizer/BioNTech,1621958
Latvia,2022-06-13,Johnson&Johnson,293735
Latvia,2022-06-13,Moderna,714910
Latvia,2022-06-13,Pfizer/BioNTech,1622074
Latvia,2022-06-14,Johnson&Johnson,293738
Latvia,2022-06-14,Moderna,714932
Latvia,2022-06-14,Pfizer/BioNTech,1622211
Latvia,2022-06-15,Johnson&Johnson,293740
Latvia,2022-06-15,Moderna,714981
Latvia,2022-06-15,Novavax,389
Latvia,2022-06-15,Pfizer/BioNTech,1622360
Latvia,2022-06-16,Johnson&Johnson,293744
Latvia,2022-06-16,Moderna,714995
Latvia,2022-06-16,Novavax,390
Latvia,2022-06-16,Pfizer/BioNTech,1622465
Latvia,2022-06-17,Johnson&Johnson,293750
Latvia,2022-06-17,Moderna,715057
Latvia,2022-06-17,Novavax,394
Latvia,2022-06-17,Pfizer/BioNTech,1622623
Latvia,2022-06-18,Moderna,715064
Latvia,2022-06-18,Pfizer/BioNTech,1622652
Latvia,2022-06-19,Novavax,395
Latvia,2022-06-19,Pfizer/BioNTech,1622657
Latvia,2022-06-20,Johnson&Johnson,293760
Latvia,2022-06-20,Moderna,715091
Latvia,2022-06-20,Novavax,400
Latvia,2022-06-20,Pfizer/BioNTech,1622777
Latvia,2022-06-21,Johnson&Johnson,293762
Latvia,2022-06-21,Moderna,715123
Latvia,2022-06-21,Novavax,405
Latvia,2022-06-21,Pfizer/BioNTech,1622881
Latvia,2022-06-22,Johnson&Johnson,293765
Latvia,2022-06-22,Moderna,715142
Latvia,2022-06-22,Pfizer/BioNTech,1622951
Latvia,2022-06-24,Pfizer/BioNTech,1622952
Latvia,2022-06-25,Moderna,715145
Latvia,2022-06-25,Pfizer/BioNTech,1622967
Latvia,2022-06-26,Pfizer/BioNTech,1622972
Latvia,2022-06-27,Johnson&Johnson,293768
Latvia,2022-06-27,Moderna,715163
Latvia,2022-06-27,Novavax,407
Latvia,2022-06-27,Pfizer/BioNTech,1623071
Latvia,2022-06-28,Johnson&Johnson,293772
Latvia,2022-06-28,Moderna,715188
Latvia,2022-06-28,Novavax,414
Latvia,2022-06-28,Pfizer/BioNTech,1623188
Latvia,2022-06-29,Johnson&Johnson,293779
Latvia,2022-06-29,Moderna,715217
Latvia,2022-06-29,Novavax,423
Latvia,2022-06-29,Pfizer/BioNTech,1623332
Latvia,2022-06-30,Johnson&Johnson,293787
Latvia,2022-06-30,Moderna,715226
Latvia,2022-06-30,Pfizer/BioNTech,1623496
Latvia,2022-07-01,Johnson&Johnson,293801
Latvia,2022-07-01,Moderna,715253
Latvia,2022-07-01,Novavax,425
Latvia,2022-07-01,Pfizer/BioNTech,1623624
Latvia,2022-07-02,Johnson&Johnson,293803
Latvia,2022-07-02,Moderna,715254
Latvia,2022-07-02,Pfizer/BioNTech,1623638
Latvia,2022-07-03,Pfizer/BioNTech,1623639
Latvia,2022-07-04,Johnson&Johnson,293806
Latvia,2022-07-04,Moderna,715273
Latvia,2022-07-04,Novavax,426
Latvia,2022-07-04,Pfizer/BioNTech,1623733
Latvia,2022-07-05,Johnson&Johnson,293812
Latvia,2022-07-05,Moderna,715304
Latvia,2022-07-05,Novavax,428
Latvia,2022-07-05,Pfizer/BioNTech,1623833
Latvia,2022-07-06,Johnson&Johnson,293822
Latvia,2022-07-06,Moderna,715327
Latvia,2022-07-06,Novavax,432
Latvia,2022-07-06,Pfizer/BioNTech,1623972
Latvia,2022-07-07,Johnson&Johnson,293826
Latvia,2022-07-07,Moderna,715340
Latvia,2022-07-07,Novavax,433
Latvia,2022-07-07,Pfizer/BioNTech,1624099
Latvia,2022-07-08,Johnson&Johnson,293841
Latvia,2022-07-08,Moderna,715401
Latvia,2022-07-08,Novavax,436
Latvia,2022-07-08,Pfizer/BioNTech,1624272
Latvia,2022-07-09,Johnson&Johnson,293842
Latvia,2022-07-09,Moderna,715405
Latvia,2022-07-09,Pfizer/BioNTech,1624302
Latvia,2022-07-10,Pfizer/BioNTech,1624314
Latvia,2022-07-11,Johnson&Johnson,293843
Latvia,2022-07-11,Moderna,715409
Latvia,2022-07-11,Novavax,438
Latvia,2022-07-11,Pfizer/BioNTech,1624384
Liechtenstein,2021-01-08,Johnson&Johnson,0
Liechtenstein,2021-01-08,Moderna,0
Liechtenstein,2021-01-08,Pfizer/BioNTech,4
Liechtenstein,2021-01-15,Moderna,5
Liechtenstein,2021-01-15,Pfizer/BioNTech,39
Liechtenstein,2021-01-22,Moderna,43
Liechtenstein,2021-01-22,Pfizer/BioNTech,335
Liechtenstein,2021-01-29,Moderna,345
Liechtenstein,2021-01-29,Pfizer/BioNTech,468
Liechtenstein,2021-02-05,Moderna,410
Liechtenstein,2021-02-05,Pfizer/BioNTech,510
Liechtenstein,2021-02-12,Moderna,456
Liechtenstein,2021-02-12,Pfizer/BioNTech,800
Liechtenstein,2021-02-19,Moderna,1034
Liechtenstein,2021-02-19,Pfizer/BioNTech,915
Liechtenstein,2021-02-26,Moderna,1321
Liechtenstein,2021-02-26,Pfizer/BioNTech,1349
Liechtenstein,2021-03-05,Moderna,1363
Liechtenstein,2021-03-05,Pfizer/BioNTech,1893
Liechtenstein,2021-03-12,Moderna,2027
Liechtenstein,2021-03-12,Pfizer/BioNTech,1908
Liechtenstein,2021-03-19,Moderna,2582
Liechtenstein,2021-03-19,Pfizer/BioNTech,1988
Liechtenstein,2021-03-26,Moderna,2590
Liechtenstein,2021-03-26,Pfizer/BioNTech,3129
Liechtenstein,2021-04-02,Moderna,3079
Liechtenstein,2021-04-02,Pfizer/BioNTech,3672
Liechtenstein,2021-04-09,Moderna,3977
Liechtenstein,2021-04-09,Pfizer/BioNTech,3682
Liechtenstein,2021-04-16,Moderna,4517
Liechtenstein,2021-04-16,Pfizer/BioNTech,4619
Liechtenstein,2021-04-23,Moderna,5371
Liechtenstein,2021-04-23,Pfizer/BioNTech,6398
Liechtenstein,2021-04-30,Moderna,6372
Liechtenstein,2021-04-30,Pfizer/BioNTech,6962
Liechtenstein,2021-05-07,Moderna,7723
Liechtenstein,2021-05-07,Pfizer/BioNTech,6973
Liechtenstein,2021-05-14,Moderna,8819
Liechtenstein,2021-05-14,Pfizer/BioNTech,7854
Liechtenstein,2021-05-21,Moderna,10516
Liechtenstein,2021-05-21,Pfizer/BioNTech,8918
Liechtenstein,2021-05-28,Moderna,11901
Liechtenstein,2021-05-28,Pfizer/BioNTech,9755
Liechtenstein,2021-06-04,Moderna,14679
Liechtenstein,2021-06-04,Pfizer/BioNTech,9768
Liechtenstein,2021-06-11,Moderna,16985
Liechtenstein,2021-06-11,Pfizer/BioNTech,10323
Liechtenstein,2021-06-18,Moderna,19802
Liechtenstein,2021-06-18,Pfizer/BioNTech,10329
Liechtenstein,2021-06-25,Moderna,20910
Liechtenstein,2021-06-25,Pfizer/BioNTech,10747
Liechtenstein,2021-07-02,Moderna,23192
Liechtenstein,2021-07-02,Pfizer/BioNTech,10751
Liechtenstein,2021-07-09,Moderna,25209
Liechtenstein,2021-07-09,Pfizer/BioNTech,11271
Liechtenstein,2021-07-16,Moderna,27540
Liechtenstein,2021-07-16,Pfizer/BioNTech,11272
Liechtenstein,2021-07-23,Moderna,27940
Liechtenstein,2021-07-23,Pfizer/BioNTech,11415
Liechtenstein,2021-07-30,Moderna,27954
Liechtenstein,2021-07-30,Pfizer/BioNTech,11416
Liechtenstein,2021-08-06,Moderna,27956
Liechtenstein,2021-08-13,Moderna,29080
Liechtenstein,2021-08-13,Pfizer/BioNTech,11689
Liechtenstein,2021-08-20,Moderna,29878
Liechtenstein,2021-08-20,Pfizer/BioNTech,11925
Liechtenstein,2021-08-27,Moderna,30269
Liechtenstein,2021-08-27,Pfizer/BioNTech,12378
Liechtenstein,2021-09-03,Moderna,30275
Liechtenstein,2021-09-03,Pfizer/BioNTech,12381
Liechtenstein,2021-09-10,Moderna,30298
Liechtenstein,2021-09-10,Pfizer/BioNTech,12600
Liechtenstein,2021-09-17,Moderna,31467
Liechtenstein,2021-09-17,Pfizer/BioNTech,12865
Liechtenstein,2021-09-24,Moderna,32117
Liechtenstein,2021-09-24,Pfizer/BioNTech,13324
Liechtenstein,2021-10-01,Moderna,32275
Liechtenstein,2021-10-01,Pfizer/BioNTech,13334
Liechtenstein,2021-10-08,Moderna,32446
Liechtenstein,2021-10-08,Pfizer/BioNTech,13338
Liechtenstein,2021-10-15,Johnson&Johnson,2
Liechtenstein,2021-10-15,Moderna,32589
Liechtenstein,2021-10-15,Pfizer/BioNTech,13353
Liechtenstein,2021-10-22,Johnson&Johnson,9
Liechtenstein,2021-10-22,Moderna,33417
Liechtenstein,2021-10-22,Pfizer/BioNTech,13372
Liechtenstein,2021-10-29,Johnson&Johnson,97
Liechtenstein,2021-10-29,Moderna,33694
Liechtenstein,2021-10-29,Pfizer/BioNTech,13379
Liechtenstein,2021-11-05,Johnson&Johnson,148
Liechtenstein,2021-11-05,Moderna,33977
Liechtenstein,2021-11-05,Pfizer/BioNTech,13381
Liechtenstein,2021-11-12,Johnson&Johnson,166
Liechtenstein,2021-11-12,Moderna,34210
Liechtenstein,2021-11-12,Pfizer/BioNTech,13386
Liechtenstein,2021-11-19,Johnson&Johnson,174
Liechtenstein,2021-11-19,Moderna,34324
Liechtenstein,2021-11-19,Pfizer/BioNTech,13578
Liechtenstein,2021-11-26,Johnson&Johnson,184
Liechtenstein,2021-11-26,Moderna,34738
Liechtenstein,2021-11-26,Pfizer/BioNTech,13863
Liechtenstein,2021-12-03,Johnson&Johnson,195
Liechtenstein,2021-12-03,Moderna,35442
Liechtenstein,2021-12-03,Pfizer/BioNTech,14362
Liechtenstein,2021-12-10,Johnson&Johnson,201
Liechtenstein,2021-12-10,Moderna,37939
Liechtenstein,2021-12-10,Pfizer/BioNTech,16150
Liechtenstein,2021-12-17,Johnson&Johnson,214
Liechtenstein,2021-12-17,Moderna,41168
Liechtenstein,2021-12-17,Pfizer/BioNTech,17893
Liechtenstein,2021-12-24,Johnson&Johnson,226
Liechtenstein,2021-12-24,Moderna,41960
Liechtenstein,2021-12-24,Pfizer/BioNTech,18774
Liechtenstein,2021-12-31,Moderna,42022
Liechtenstein,2021-12-31,Pfizer/BioNTech,18787
Liechtenstein,2022-01-07,Johnson&Johnson,228
Liechtenstein,2022-01-07,Moderna,43108
Liechtenstein,2022-01-07,Pfizer/BioNTech,19288
Liechtenstein,2022-01-14,Moderna,44528
Liechtenstein,2022-01-14,Pfizer/BioNTech,19998
Liechtenstein,2022-01-21,Johnson&Johnson,260
Liechtenstein,2022-01-21,Moderna,45323
Liechtenstein,2022-01-21,Pfizer/BioNTech,20503
Liechtenstein,2022-01-28,Moderna,45475
Liechtenstein,2022-01-28,Pfizer/BioNTech,20581
Liechtenstein,2022-02-04,Moderna,45712
Liechtenstein,2022-02-04,Pfizer/BioNTech,20811
Liechtenstein,2022-02-11,Johnson&Johnson,261
Liechtenstein,2022-02-11,Moderna,45893
Liechtenstein,2022-02-11,Pfizer/BioNTech,21008
Liechtenstein,2022-02-18,Moderna,45961
Liechtenstein,2022-02-18,Pfizer/BioNTech,21065
Liechtenstein,2022-02-25,Moderna,46005
Liechtenstein,2022-02-25,Pfizer/BioNTech,21102
Liechtenstein,2022-03-04,Pfizer/BioNTech,21103
Liechtenstein,2022-03-11,Johnson&Johnson,262
Liechtenstein,2022-03-11,Moderna,46040
Liechtenstein,2022-03-11,Pfizer/BioNTech,21144
Liechtenstein,2022-03-25,Johnson&Johnson,263
Liechtenstein,2022-03-25,Moderna,46097
Liechtenstein,2022-03-25,Pfizer/BioNTech,21170
Liechtenstein,2022-04-15,Moderna,46136
Liechtenstein,2022-04-15,Pfizer/BioNTech,21195
Liechtenstein,2022-04-29,Moderna,46174
Liechtenstein,2022-04-29,Pfizer/BioNTech,21205
Liechtenstein,2022-05-13,Moderna,46205
Liechtenstein,2022-05-13,Pfizer/BioNTech,21223
Liechtenstein,2022-05-27,Moderna,46229
Liechtenstein,2022-05-27,Pfizer/BioNTech,21246
Liechtenstein,2022-06-10,Moderna,46251
Liechtenstein,2022-06-10,Pfizer/BioNTech,21267
Liechtenstein,2022-06-17,Johnson&Johnson,264
Liechtenstein,2022-06-17,Moderna,46252
Liechtenstein,2022-06-17,Pfizer/BioNTech,21268
Liechtenstein,2022-06-24,Moderna,46265
Liechtenstein,2022-06-24,Pfizer/BioNTech,21304
Liechtenstein,2022-07-01,Pfizer/BioNTech,21307
Liechtenstein,2022-07-08,Moderna,46292
Liechtenstein,2022-07-08,Pfizer/BioNTech,21337
Liechtenstein,2022-07-15,Moderna,46294
Liechtenstein,2022-07-15,Pfizer/BioNTech,21340
Liechtenstein,2022-07-22,Moderna,46425
Liechtenstein,2022-07-22,Pfizer/BioNTech,21481
Liechtenstein,2022-07-29,Moderna,46504
Liechtenstein,2022-07-29,Pfizer/BioNTech,21601
Liechtenstein,2022-08-05,Moderna,46543
Liechtenstein,2022-08-05,Pfizer/BioNTech,21628
Lithuania,2021-01-01,Pfizer/BioNTech,2422
Lithuania,2021-01-08,Pfizer/BioNTech,23567
Lithuania,2021-01-15,Moderna,1044
Lithuania,2021-01-15,Pfizer/BioNTech,51256
Lithuania,2021-01-22,Moderna,2375
Lithuania,2021-01-22,Pfizer/BioNTech,65961
Lithuania,2021-01-29,Pfizer/BioNTech,91685
Lithuania,2021-02-05,Moderna,4054
Lithuania,2021-02-05,Pfizer/BioNTech,120744
Lithuania,2021-02-12,Moderna,5753
Lithuania,2021-02-12,Oxford/AstraZeneca,7805
Lithuania,2021-02-12,Pfizer/BioNTech,139606
Lithuania,2021-02-19,Moderna,9374
Lithuania,2021-02-19,Oxford/AstraZeneca,15221
Lithuania,2021-02-19,Pfizer/BioNTech,164764
Lithuania,2021-02-26,Moderna,12306
Lithuania,2021-02-26,Oxford/AstraZeneca,31520
Lithuania,2021-02-26,Pfizer/BioNTech,194512
Lithuania,2021-03-05,Moderna,21240
Lithuania,2021-03-05,Oxford/AstraZeneca,47268
Lithuania,2021-03-05,Pfizer/BioNTech,228928
Lithuania,2021-03-12,Moderna,23139
Lithuania,2021-03-12,Oxford/AstraZeneca,69695
Lithuania,2021-03-12,Pfizer/BioNTech,261984
Lithuania,2021-03-19,Moderna,26434
Lithuania,2021-03-19,Oxford/AstraZeneca,79459
Lithuania,2021-03-19,Pfizer/BioNTech,296252
Lithuania,2021-03-26,Moderna,36646
Lithuania,2021-03-26,Oxford/AstraZeneca,102099
Lithuania,2021-03-26,Pfizer/BioNTech,339014
Lithuania,2021-04-02,Moderna,53694
Lithuania,2021-04-02,Oxford/AstraZeneca,130846
Lithuania,2021-04-02,Pfizer/BioNTech,384055
Lithuania,2021-04-09,Moderna,59608
Lithuania,2021-04-09,Oxford/AstraZeneca,167692
Lithuania,2021-04-09,Pfizer/BioNTech,450311
Lithuania,2021-04-16,Moderna,61082
Lithuania,2021-04-16,Oxford/AstraZeneca,186183
Lithuania,2021-04-16,Pfizer/BioNTech,531079
Lithuania,2021-04-23,Johnson&Johnson,3
Lithuania,2021-04-23,Moderna,74183
Lithuania,2021-04-23,Oxford/AstraZeneca,203600
